Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments,Actual vote,Evaluate
"Jen Craft (Labour, Thurrock)",,,1,,,,no evidence,,0,mp-votes.html#mp-5056,No recorded activity on this area (ledger from 2026-02-03),,
"Jenny Riddell-Carpenter (Labour, Suffolk Coastal)",,,1,,,,no evidence,,0,mp-votes.html#mp-5160,No recorded activity on this area (ledger from 2026-02-03),,
"Jess Asato (Labour, Lowestoft)",,,1,,,,no evidence,,0,mp-votes.html#mp-5156,No recorded activity on this area (ledger from 2026-02-03),,
"Jess Brown-Fuller (Liberal Democrat, Chichester)",,,1,,,,no evidence,,0,mp-votes.html#mp-5335,No recorded activity on this area (ledger from 2026-02-03),,
"Jessica Toale (Labour, Bournemouth West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5202,No recorded activity on this area (ledger from 2026-02-03),,
"Jim Dickson (Labour, Dartford)",,,1,,,,no evidence,,0,mp-votes.html#mp-5223,No recorded activity on this area (ledger from 2026-02-03),,
"Jo Platt (Labour (Co-op), Leigh and Atherton)",,,1,,,,no evidence,,0,mp-votes.html#mp-4673,No recorded activity on this area (ledger from 2026-02-03),,
"Jo White (Labour, Bassetlaw)",,,1,,,,no evidence,,0,mp-votes.html#mp-5105,No recorded activity on this area (ledger from 2026-02-03),,
"Joani Reid (Labour, East Kilbride and Strathaven)",,,1,,,,no evidence,,0,mp-votes.html#mp-5079,No recorded activity on this area (ledger from 2026-02-03),,
"Jodie Gosling (Labour, Nuneaton)",,,1,,,,no evidence,,0,mp-votes.html#mp-5036,No recorded activity on this area (ledger from 2026-02-03),,
"Joe Morris (Labour, Hexham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5081,No recorded activity on this area (ledger from 2026-02-03),,
"Joe Powell (Labour, Kensington and Bayswater)",,,1,,,,no evidence,,0,mp-votes.html#mp-5229,No recorded activity on this area (ledger from 2026-02-03),,
"Joe Robertson (Conservative, Isle of Wight East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5255,No recorded activity on this area (ledger from 2026-02-03),,
"Johanna Baxter (Labour, Paisley and Renfrewshire South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5063,No recorded activity on this area (ledger from 2026-02-03),,
"John Cooper (Conservative, Dumfries and Galloway)",,,1,,,,no evidence,,0,mp-votes.html#mp-5358,No recorded activity on this area (ledger from 2026-02-03),,
"John Finucane (Sinn Féin, Belfast North)",,,1,,,,no evidence,,0,mp-votes.html#mp-4823,No recorded activity on this area (ledger from 2026-02-03),,
"John Grady (Labour, Glasgow East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5170,No recorded activity on this area (ledger from 2026-02-03),,
"John Lamont (Conservative, Berwickshire, Roxburgh and Selkirk)",,,1,,,,no evidence,,0,mp-votes.html#mp-4608,No recorded activity on this area (ledger from 2026-02-03),,
"John Milne (Liberal Democrat, Horsham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5329,No recorded activity on this area (ledger from 2026-02-03),,
"John Slinger (Labour, Rugby)",,,1,,,,no evidence,,0,mp-votes.html#mp-5127,No recorded activity on this area (ledger from 2026-02-03),,
"John Whitby (Labour, Derbyshire Dales)",,,1,,,,no evidence,,0,mp-votes.html#mp-5342,No recorded activity on this area (ledger from 2026-02-03),,
"Jonathan Davies (Labour, Mid Derbyshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5256,No recorded activity on this area (ledger from 2026-02-03),,
"Jonathan Hinder (Labour, Pendle and Clitheroe)",,,1,,,,no evidence,,0,mp-votes.html#mp-5264,No recorded activity on this area (ledger from 2026-02-03),,
"Josh Babarinde (Liberal Democrat, Eastbourne)",,,1,,,,no evidence,,0,mp-votes.html#mp-5086,No recorded activity on this area (ledger from 2026-02-03),,
"Josh Dean (Labour, Hertford and Stortford)",,,1,,,,no evidence,,0,mp-votes.html#mp-5187,No recorded activity on this area (ledger from 2026-02-03),,
"Josh Fenton-Glynn (Labour, Calder Valley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5295,No recorded activity on this area (ledger from 2026-02-03),,
"Julia Buckley (Labour, Shrewsbury)",,,1,,,,no evidence,,0,mp-votes.html#mp-5171,No recorded activity on this area (ledger from 2026-02-03),,
"Kate Dearden (Labour (Co-op), Halifax)",,,1,,,,no evidence,,0,mp-votes.html#mp-5224,No recorded activity on this area (ledger from 2026-02-03),,
"Katie Lam (Conservative, Weald of Kent)",,,1,,,,no evidence,,0,mp-votes.html#mp-5285,No recorded activity on this area (ledger from 2026-02-03),,
"Katie White (Labour, Leeds North West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5260,No recorded activity on this area (ledger from 2026-02-03),,
"Katrina Murray (Labour, Cumbernauld and Kirkintilloch)",,,1,,,,no evidence,,0,mp-votes.html#mp-5309,No recorded activity on this area (ledger from 2026-02-03),,
"Keir Mather (Labour, Selby)",,,1,,,,no evidence,,0,mp-votes.html#mp-4993,No recorded activity on this area (ledger from 2026-02-03),,
"Kenneth Stevenson (Labour, Airdrie and Shotts)",,,1,,,,no evidence,,0,mp-votes.html#mp-5200,No recorded activity on this area (ledger from 2026-02-03),,
"Kevin Bonavia (Labour, Stevenage)",,,1,,,,no evidence,,0,mp-votes.html#mp-5051,No recorded activity on this area (ledger from 2026-02-03),,
"Kevin McKenna (Labour, Sittingbourne and Sheppey)",,,1,,,,no evidence,,0,mp-votes.html#mp-5300,No recorded activity on this area (ledger from 2026-02-03),,
"Kirith Entwistle (Labour, Bolton North East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5095,No recorded activity on this area (ledger from 2026-02-03),,
"Kirsteen Sullivan (Labour (Co-op), Bathgate and Linlithgow)",,,1,,,,no evidence,,0,mp-votes.html#mp-5179,No recorded activity on this area (ledger from 2026-02-03),,
"Kirsty McNeill (Labour (Co-op), Midlothian)",,,1,,,,no evidence,,0,mp-votes.html#mp-5114,No recorded activity on this area (ledger from 2026-02-03),,
"Lara Bird (Scottish National Party, Arbroath and Broughty Ferry)",,,1,,,,no evidence,,0,mp-votes.html#mp-5449,No recorded activity on this area (ledger from 2026-02-03),,
"Laura Kyrke-Smith (Labour, Aylesbury)",,,1,,,,no evidence,,0,mp-votes.html#mp-5341,No recorded activity on this area (ledger from 2026-02-03),,
"Lauren Edwards (Labour, Rochester and Strood)",,,1,,,,no evidence,,0,mp-votes.html#mp-5298,No recorded activity on this area (ledger from 2026-02-03),,
"Laurence Turner (Labour, Birmingham Northfield)",,,1,,,,no evidence,,0,mp-votes.html#mp-5234,No recorded activity on this area (ledger from 2026-02-03),,
"Lee Barron (Labour, Corby and East Northamptonshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5315,No recorded activity on this area (ledger from 2026-02-03),,
"Lee Pitcher (Labour, Doncaster East and the Isle of Axholme)",,,1,,,,no evidence,,0,mp-votes.html#mp-5233,No recorded activity on this area (ledger from 2026-02-03),,
"Lewis Cocking (Conservative, Broxbourne)",,,1,,,,no evidence,,0,mp-votes.html#mp-5050,No recorded activity on this area (ledger from 2026-02-03),,
"Liam Conlon (Labour, Beckenham and Penge)",,,1,,,,no evidence,,0,mp-votes.html#mp-5132,No recorded activity on this area (ledger from 2026-02-03),,
"Lillian Jones (Labour, Kilmarnock and Loudoun)",,,1,,,,no evidence,,0,mp-votes.html#mp-5043,No recorded activity on this area (ledger from 2026-02-03),,
"Lincoln Jopp (Conservative, Spelthorne)",,,1,,,,no evidence,,0,mp-votes.html#mp-5332,No recorded activity on this area (ledger from 2026-02-03),,
"Linsey Farnsworth (Labour, Amber Valley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5107,No recorded activity on this area (ledger from 2026-02-03),,
"Liz Jarvis (Liberal Democrat, Eastleigh)",,,1,,,,no evidence,,0,mp-votes.html#mp-5040,No recorded activity on this area (ledger from 2026-02-03),,
"Llinos Medi (Plaid Cymru, Ynys Môn)",,,1,,,,no evidence,,0,mp-votes.html#mp-5085,No recorded activity on this area (ledger from 2026-02-03),,
"Lloyd Hatton (Labour, South Dorset)",,,1,,,,no evidence,,0,mp-votes.html#mp-5217,No recorded activity on this area (ledger from 2026-02-03),,
"Lola McEvoy (Labour, Darlington)",,,1,,,,no evidence,,0,mp-votes.html#mp-5037,No recorded activity on this area (ledger from 2026-02-03),,
"Lorraine Beavers (Labour, Blackpool North and Fleetwood)",,,1,,,,no evidence,,0,mp-votes.html#mp-5232,No recorded activity on this area (ledger from 2026-02-03),,
"Louise Sandher-Jones (Labour, North East Derbyshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5258,No recorded activity on this area (ledger from 2026-02-03),,
"Lucy Rigby (Labour, Northampton North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5333,No recorded activity on this area (ledger from 2026-02-03),,
"Luke Akehurst (Labour, North Durham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5112,No recorded activity on this area (ledger from 2026-02-03),,
"Luke Myer (Labour, Middlesbrough South and East Cleveland)",,,1,,,,no evidence,,0,mp-votes.html#mp-5147,No recorded activity on this area (ledger from 2026-02-03),,
"Manuela Perteghella (Liberal Democrat, Stratford-on-Avon)",,,1,,,,no evidence,,0,mp-votes.html#mp-5122,No recorded activity on this area (ledger from 2026-02-03),,
"Margaret Mullane (Labour, Dagenham and Rainham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5272,No recorded activity on this area (ledger from 2026-02-03),,
"Marie Goldman (Liberal Democrat, Chelmsford)",,,1,,,,no evidence,,0,mp-votes.html#mp-5073,No recorded activity on this area (ledger from 2026-02-03),,
"Mark Ferguson (Labour, Gateshead Central and Whickham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5031,No recorded activity on this area (ledger from 2026-02-03),,
"Mark Sewards (Labour, Leeds South West and Morley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5166,No recorded activity on this area (ledger from 2026-02-03),,
"Markus Campbell-Savours (Labour, Penrith and Solway)",,,1,,,,no evidence,,0,mp-votes.html#mp-5124,No recorded activity on this area (ledger from 2026-02-03),,
"Martin McCluskey (Labour, Inverclyde and Renfrewshire West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5129,No recorded activity on this area (ledger from 2026-02-03),,
"Martin Rhodes (Labour, Glasgow North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5251,No recorded activity on this area (ledger from 2026-02-03),,
"Martin Wrigley (Liberal Democrat, Newton Abbot)",,,1,,,,no evidence,,0,mp-votes.html#mp-5111,No recorded activity on this area (ledger from 2026-02-03),,
"Mary Creagh (Labour, Coventry East)",,,1,,,,no evidence,,0,mp-votes.html#mp-1579,No recorded activity on this area (ledger from 2026-02-03),,
"Matt Turmaine (Labour, Watford)",,,1,,,,no evidence,,0,mp-votes.html#mp-5130,No recorded activity on this area (ledger from 2026-02-03),,
"Matthew Patrick (Labour, Wirral West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5162,No recorded activity on this area (ledger from 2026-02-03),,
"Maureen Burke (Labour, Glasgow North East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5137,No recorded activity on this area (ledger from 2026-02-03),,
"Max Wilkinson (Liberal Democrat, Cheltenham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5055,No recorded activity on this area (ledger from 2026-02-03),,
"Maya Ellis (Labour, Ribble Valley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5228,No recorded activity on this area (ledger from 2026-02-03),,
"Melanie Onn (Labour, Great Grimsby and Cleethorpes)",,,1,,,,no evidence,,0,mp-votes.html#mp-4464,No recorded activity on this area (ledger from 2026-02-03),,
"Melanie Ward (Labour, Cowdenbeath and Kirkcaldy)",,,1,,,,no evidence,,0,mp-votes.html#mp-5240,No recorded activity on this area (ledger from 2026-02-03),,
"Miatta Fahnbulleh (Labour (Co-op), Peckham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5099,No recorded activity on this area (ledger from 2026-02-03),,
"Michael Payne (Labour, Gedling)",,,1,,,,no evidence,,0,mp-votes.html#mp-5146,No recorded activity on this area (ledger from 2026-02-03),,
"Michael Shanks (Labour, Rutherglen)",,,1,,,,no evidence,,0,mp-votes.html#mp-4998,No recorded activity on this area (ledger from 2026-02-03),,
"Michael Wheeler (Labour, Worsley and Eccles)",,,1,,,,no evidence,,0,mp-votes.html#mp-5242,No recorded activity on this area (ledger from 2026-02-03),,
"Michelle Scrogham (Labour, Barrow and Furness)",,,1,,,,no evidence,,0,mp-votes.html#mp-5049,No recorded activity on this area (ledger from 2026-02-03),,
"Michelle Welsh (Labour, Sherwood Forest)",,,1,,,,no evidence,,0,mp-votes.html#mp-5226,No recorded activity on this area (ledger from 2026-02-03),,
"Mike Martin (Liberal Democrat, Tunbridge Wells)",,,1,,,,no evidence,,0,mp-votes.html#mp-5219,No recorded activity on this area (ledger from 2026-02-03),,
"Mike Reader (Labour, Northampton South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5316,No recorded activity on this area (ledger from 2026-02-03),,
"Mike Tapp (Labour, Dover and Deal)",,,1,,,,no evidence,,0,mp-votes.html#mp-5266,No recorded activity on this area (ledger from 2026-02-03),,
"Monica Harding (Liberal Democrat, Esher and Walton)",,,1,,,,no evidence,,0,mp-votes.html#mp-5299,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Adnan Hussain (Independent, Blackburn)",,,1,,,,no evidence,,0,mp-votes.html#mp-5231,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Andrew Snowden (Conservative, Fylde)",,,1,,,,no evidence,,0,mp-votes.html#mp-5072,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Angus MacDonald (Liberal Democrat, Inverness, Skye and West Ross-shire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5362,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Bayo Alaba (Independent, Southend East and Rochford)",,,1,,,,no evidence,,0,mp-votes.html#mp-5097,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Calvin Bailey (Labour, Leyton and Wanstead)",,,1,,,,no evidence,,0,mp-votes.html#mp-5054,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Cathal Mallaghan (Sinn Féin, Mid Ulster)",,,1,,,,no evidence,,0,mp-votes.html#mp-5153,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Connor Rand (Labour, Altrincham and Sale West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5159,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Douglas Alexander (Labour (Co-op), Lothian East)",,,1,,,,no evidence,,0,mp-votes.html#mp-632,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Hamish Falconer (Labour, Lincoln)",,,1,,,,no evidence,,0,mp-votes.html#mp-5148,No recorded activity on this area (ledger from 2026-02-03),,
"Mr James Frith (Labour, Bury North)",,,1,,,,no evidence,,0,mp-votes.html#mp-4637,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Jonathan Brash (Labour, Hartlepool)",,,1,,,,no evidence,,0,mp-votes.html#mp-5045,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Joshua Reynolds (Liberal Democrat, Maidenhead)",,,1,,,,no evidence,,0,mp-votes.html#mp-5343,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Lee Dillon (Liberal Democrat, Newbury)",,,1,,,,no evidence,,0,mp-votes.html#mp-5310,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Luke Charters (Labour, York Outer)",,,1,,,,no evidence,,0,mp-votes.html#mp-5199,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Paul Foster (Labour, South Ribble)",,,1,,,,no evidence,,0,mp-votes.html#mp-5074,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Paul Kohler (Liberal Democrat, Wimbledon)",,,1,,,,no evidence,,0,mp-votes.html#mp-5321,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Peter Bedford (Conservative, Mid Leicestershire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5330,No recorded activity on this area (ledger from 2026-02-03),,
"Mr Will Forster (Liberal Democrat, Woking)",,,1,,,,no evidence,,0,mp-votes.html#mp-5322,No recorded activity on this area (ledger from 2026-02-03),,
"Mrs Elsie Blundell (Labour, Heywood and Middleton North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5084,No recorded activity on this area (ledger from 2026-02-03),,
"Ms Julie Minns (Labour, Carlisle)",,,1,,,,no evidence,,0,mp-votes.html#mp-5094,No recorded activity on this area (ledger from 2026-02-03),,
"Ms Polly Billington (Labour, East Thanet)",,,1,,,,no evidence,,0,mp-votes.html#mp-5123,No recorded activity on this area (ledger from 2026-02-03),,
"Natalie Fleet (Labour, Bolsover)",,,1,,,,no evidence,,0,mp-votes.html#mp-5053,No recorded activity on this area (ledger from 2026-02-03),,
"Natasha Irons (Labour, Croydon East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5119,No recorded activity on this area (ledger from 2026-02-03),,
"Naushabah Khan (Labour, Gillingham and Rainham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5215,No recorded activity on this area (ledger from 2026-02-03),,
"Neil Duncan-Jordan (Labour, Poole)",,,1,,,,no evidence,,0,mp-votes.html#mp-5359,No recorded activity on this area (ledger from 2026-02-03),,
"Nesil Caliskan (Labour, Barking)",,,1,,,,no evidence,,0,mp-votes.html#mp-5180,No recorded activity on this area (ledger from 2026-02-03),,
