Decision-Maker,++,+,0,-,--,Target (Y/N),Comments
"Rachel Hopkins (Labour, Luton South and South Bedfordshire)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Rebecca Long Bailey (Labour, Salford)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Robbie Moore (Conservative, Keighley and Ilkley)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Rushanara Ali (Labour, Bethnal Green and Stepney)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Ruth Cadbury (Labour, Brentford and Isleworth)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Ruth Jones (Labour, Newport West and Islwyn)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Sarah Champion (Labour, Rotherham)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Sarah Jones (Labour, Croydon West)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Seema Malhotra (Labour (Co-op), Feltham and Heston)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Shabana Mahmood (Labour, Birmingham Ladywood)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Sir Bernard Jenkin (Conservative, Harwich and North Essex)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Sir Jeremy Wright (Conservative, Kenilworth and Southam)",,,,,1,,"CONFLICTING SIGNALS - review all evidence | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted No: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [+: Opposed motion introducing buffer zones around abortion clinics.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Sir Julian Smith (Conservative, Skipton and Ripon)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Sir Keir Starmer (Labour, Holborn and St Pancras)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Sir Mark Tami (Labour, Alyn and Deeside)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Stephen Kinnock (Labour, Aberafan Maesteg)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Stephen Morgan (Labour, Portsmouth South)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Stuart Andrew (Conservative, Daventry)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Tahir Ali (Labour, Birmingham Hall Green and Moseley)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Vicky Foxcroft (Labour, Lewisham North)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Victoria Atkins (Conservative, Louth and Horncastle)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Wendy Chamberlain (Liberal Democrat, North East Fife)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Wes Streeting (Labour, Ilford North)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Yasmin Qureshi (Labour, Bolton South and Walkden)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Alan Mak (Conservative, Havant)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.]"
"Alberto Costa (Conservative, South Leicestershire)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.]"
"Alex Burghart (Conservative, Brentwood and Ongar)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Alicia Kearns (Conservative, Rutland and Stamford)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Angela Rayner (Labour, Ashton-under-Lyne)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.]"
"Anneliese Dodds (Labour (Co-op), Oxford East)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.]"
"Barry Gardiner (Labour, Brent West)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Chris Bryant (Labour, Rhondda and Ogmore)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Chris Evans (Labour (Co-op), Caerphilly)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Chris Philp (Conservative, Croydon South)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Claire Coutinho (Conservative, East Surrey)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.]"
"Clive Lewis (Labour, Norwich South)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Colum Eastwood (Social Democratic & Labour Party, Foyle)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Darren Jones (Labour, Bristol North West)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"David Davis (Conservative, Goole and Pocklington)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.]"
"David Mundell (Conservative, Dumfriesshire, Clydesdale and Tweeddale)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Dawn Butler (Labour, Brent East)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Derek Twigg (Labour, Widnes and Halewood)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Dr Rupa Huq (Labour, Ealing Central and Acton)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Emily Thornberry (Labour, Islington South and Finsbury)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Emma Lewell (Labour, South Shields)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Florence Eshalomi (Labour (Co-op), Vauxhall and Camberwell Green)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Helen Grant (Conservative, Maidstone and Malling)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Helen Whately (Conservative, Faversham and Mid Kent)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.]"
"Hilary Benn (Labour, Leeds South)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.]"
"Ian Lavery (Labour, Blyth and Ashington)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Jamie Stone (Liberal Democrat, Caithness, Sutherland and Easter Ross)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Janet Daby (Labour, Lewisham East)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Jeff Smith (Labour, Manchester Withington)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Jeremy Corbyn (Your Party, Islington North)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Jesse Norman (Conservative, Hereford and South Herefordshire)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.]"
"John Healey (Labour, Rawmarsh and Conisbrough)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.]"
"Jonathan Reynolds (Labour (Co-op), Stalybridge and Hyde)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Judith Cummins (Labour, Bradford South)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Julia Lopez (Conservative, Hornchurch and Upminster)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.]"
"Kate Osamor (Labour (Co-op), Edmonton and Winchmore Hill)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
"Kit Malthouse (Conservative, North West Hampshire)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [--: Voted to approve regulations extending abortion services to Northern Ireland.]"
"Layla Moran (Liberal Democrat, Oxford West and Abingdon)",,,,,1,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [--: Voted to approve regulations extending abortion access in Northern Ireland.] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.]"
"Lisa Nandy (Labour, Wigan)",,,,,1,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [--: Voted to extend abortion regulations to Northern Ireland, against pro-life position.] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights.]"
