Decision-Maker,++,+,0,-,--,Target (Y/N),Comments
"Steve Reed (Labour (Co-op), Streatham and Croydon North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Steve Witherden (Labour, Montgomeryshire and Glyndŵr)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Steve Yemm (Labour, Mansfield)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Stuart Anderson (Conservative, South Shropshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Stuart Andrew (Conservative, Daventry)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Suella Braverman (Reform UK, Fareham and Waterlooville)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Sureena Brackenridge (Labour, Wolverhampton North East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Susan Murray (Liberal Democrat, Mid Dunbartonshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tahir Ali (Labour, Birmingham Hall Green and Moseley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Terry Jermy (Labour, South West Norfolk)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tessa Munt (Liberal Democrat, Wells and Mendip Hills)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tim Farron (Liberal Democrat, Westmorland and Lonsdale)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tim Roca (Labour, Macclesfield)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tom Collins (Labour, Worcester)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tom Gordon (Liberal Democrat, Harrogate and Knaresborough)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tom Hayes (Labour, Bournemouth East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tom Morrison (Liberal Democrat, Cheadle)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tom Rutland (Labour, East Worthing and Shoreham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tom Tugendhat (Conservative, Tonbridge)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tonia Antoniazzi (Labour, Gower)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tony Vaughan (Labour, Folkestone and Hythe)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Torcuil Crichton (Labour, Na h-Eileanan an Iar)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Torsten Bell (Labour, Swansea West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tristan Osborne (Labour, Chatham and Aylesford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Uma Kumaran (Labour, Stratford and Bow)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Valerie Vaz (Labour, Walsall and Bloxwich)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Vicky Foxcroft (Labour, Lewisham North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Victoria Atkins (Conservative, Louth and Horncastle)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Victoria Collins (Liberal Democrat, Harpenden and Berkhamsted)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Vikki Slade (Liberal Democrat, Mid Dorset and North Poole)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Warinder Juss (Labour, Wolverhampton West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Wendy Morton (Conservative, Aldridge-Brownhills)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Wera Hobhouse (Liberal Democrat, Bath)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Wes Streeting (Labour, Ilford North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Will Stone (Labour, Swindon North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Yasmin Qureshi (Labour, Bolton South and Walkden)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Yuan Yang (Labour, Earley and Woodley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Yvette Cooper (Labour, Pontefract, Castleford and Knottingley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Zarah Sultana (Your Party, Coventry South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Zöe Franklin (Liberal Democrat, Guildford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Órfhlaith Begley (Sinn Féin, West Tyrone)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Siân Berry (Green Party, Brighton Pavilion)",,,,1,,,"2026-06-29 PQ: Surrogacy ""Surrogacy"" [-: Seeks confirmation surrogacy remains supported family building, favours commercial surrogacy] | 2026-06-29 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, whether his Department intends to put forward the draft new Surrogacy Bill as prepared by the Law Commission of England and Wales and the Scottish Law Commission when legislative time allows, and w"" [0: Neutral inquiry about surrogacy bill timing, no direction shown] | 2026-06-29 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, if he will confirm that his Department recognises surrogacy as a legitimate form of family creation; and whether his Department is committed to considering the recommendations of the Law Commission"" [-: Presses government to endorse surrogacy as legitimate, leaning against opposition to commercial surrogacy]"
"Catherine West (Labour, Hornsey and Friern Barnet)",,,,1,,,"2020-01-21 DEBATE: Spoke:  Surrogacy: Government Policy ""I turn briefly to a strong recommendation from constituents of mine who have done a lot of research and had personal experience of surrogacy. There is a danger that any future legislation might be drafted in such a way that it benefits only the children of..."" [-: Endorses Law Commission recommendations creating a formal surrogacy pathway, favouring facilitation]"
"Kim Leadbeater (Labour, Spen Valley)",,,,1,,,"2025-03-25 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill (Twenty-ninth sitting) ""Terminally Ill Adults (End of Life) Bill (Twenty-ninth sitting)"" [-: Opposes tighter advertising restriction on assisted dying, favouring access to information]"
"Dame Caroline Dinenage (Conservative, Gosport)",,,,,1,,"2025-07-15 DEBATE: Spoke:  Human Fertilisation and Embryology (Regulation) ""For many people, having a child requires a form of fertility treatment; in fact, one in six couples in Britain is affected by infertility problems. More than 52,000 people accessed fertility treatment in 2023—the most recent year for which statistics are..."" [0: Bill regulates online fertility providers generally; no direct surrogacy stance shown] | 2020-01-21 DEBATE: Spoke:  Surrogacy: Government Policy ""Surrogacy: Government Policy"" [0: Minister avoids taking a position, defers to ongoing Law Commission review] | 2020-01-21 DEBATE: Spoke:  Surrogacy: Government Policy ""The UK is one of only a few countries in the world with a legislative framework for surrogacy. It is set out in primary legislation by the Surrogacy Arrangements Act 1985, with some aspects updated by the Human Fertilisation and Embryology Act 2008. Although..."" [--: Praises surrogacy as transformative and valuable for building families, endorsing expansion]"
"Mrs Sharon Hodgson (Labour, Washington and Gateshead South)",,,,,1,,"2020-01-21 DEBATE: Spoke:  Surrogacy: Government Policy ""The legislation needs to make the requirements for surrogacy clear and fair for everyone involved, including, and most importantly, the child. That includes a definition of what constitutes a reasonable expense. Surrogates should not make a profit, but should..."" [--: Calls surrogacy 'valuable and progressive', pushes for reform expanding surrogacy access] | 2020-01-21 DEBATE: Spoke:  Surrogacy: Government Policy ""Surrogacy: Government Policy"" [0: Procedural opening remarks thanking debate sponsor, no substantive surrogacy stance]"
"Anneliese Dodds (Labour (Co-op), Oxford East)",,,,,1,,"2022-06-30 DEBATE: Spoke:  50 Years of Pride in the UK (re: conversion therapy) ""We will strengthen and equalise the law so that LGBT+ hate crimes attract the tougher sentences they deserve; they are not currently treated on a level playing field. We will ban all forms of conversion therapy outright, including trans conversion therapy,..."" [--: Champions LGBT+ strategy, trans healthcare and GRA reform, opposing single-sex space protections]"
