Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments,Actual vote,Evaluate
"Stephen Doughty (Labour (Co-op), Cardiff South and Penarth)",,,,,1,,"a speech, 3 years ago","moderate (consistent speeches, but no vote on record)",5,mp-votes.html#mp-4264,"2024-03-07 DEBATE: Spoke: LGBT History Month (re: Stonewall) ""I am very proud that our party has set out a number of key commitments were we to form the next Government. We saw a radical reforming Labour Government in 1997 in this area that made huge changes, whether that was on section 28, civil partnerships or the..."" [-: Praises past LGBT reforms and implies support for conversion therapy ban commitments] | 2023-12-06 DEBATE: Spoke: Gender Recognition (re: conversion therapy) ""It is a shame that the Secretary of State is not making a full statement on the issue of conversion therapy, because it is a concern for many Opposition Members, and we would like some actual facts, which she has not provided until now. She also has not..."" [0: Seeks factual clarification on statutory instrument list, no stance shown] | 2023-11-07 DEBATE: Spoke: Debate on the Address (re: conversion therapy) ""I am also proud of the resilience and response from communities in Cardiff South and Penarth, whether in raising funds for aid and relief efforts in many different situations around the world, including in the middle east at the moment, or in working to..."" [0: Text discusses constituency aid efforts, unrelated to conversion therapy] | 2023-10-18 DEBATE: Spoke:  Hate Crime Against the LGBT+ Community (re: conversion therapy) ""In closing, I ask the Minister for clarity in a number of areas. First, will the Government end what the Law Commission calls a “hierarchy of protection” and bring about real parity between groups of all protected characteristics, or will it fall to a Labour..."" [--: Pushes government to end 'hierarchy of protection' and enact conversion therapy ban] | 2021-03-08 DEBATE: Spoke:  LGBT Conversion Therapy ""LGBT Conversion Therapy"" [--: Strongly condemns conversion therapy as torture and abuse, backing a ban without carve-outs]",,
"Daisy Cooper (Liberal Democrat, St Albans)",,,,,1,,"a question, 5 years ago",thin (weak evidence kinds only (questions or co-signatures)),4,mp-votes.html#mp-4769,"2021-06-01 PQ: Conversion Therapy ""Conversion Therapy"" [0: Factual question on consultation weighting, neutral] | 2021-06-01 PQ: Conversion Therapy ""Conversion Therapy"" [--: Explicitly seeks removal of religious exemption from conversion therapy ban] | 2021-06-01 PQ: Conversion Therapy ""Conversion Therapy"" [0: Factual request to publish research findings, neutral] | 2021-06-01 PQ: Conversion Therapy ""Conversion Therapy"" [0: Factual timing question on bill publication, neutral]",,
"David Burton-Sampson (Labour, Southend West and Leigh)",,,,,1,,"a speech, 4 months ago","moderate (consistent speeches, but no vote on record)",4,mp-votes.html#mp-5106,"2026-06-25 DEBATE: Spoke: Draft Conversion Practices Bill ""Draft Conversion Practices Bill"" [-: Endorses conversion practices ban without addressing therapy or religious freedom concerns] | 2026-05-13 DEBATE: Spoke: Debate on the Address (re: conversion therapy) ""Moving on, conversion therapy and similar practices are appalling. Sadly, I am aware of people who have been subject to some of these despicable acts. I believe interventions intended to change or suppress a person’s sexuality or gender identity are wrong, so..."" [--: Calls conversion therapy 'appalling' and 'wrong', supporting a ban] | 2025-06-18 DEBATE: Spoke: Banning Conversion Practices ""Since the Supreme Court ruling, many trans people have felt discrimination and a loss of their rights despite still being protected under the Equality Act 2010. I am pleased to hear that the Government are bringing forward a trans-inclusive conversion therapy..."" [--: Supports trans-inclusive conversion therapy ban and expanded trans rights post Supreme Court ruling] | 2025-02-13 DEBATE: Spoke:  LGBT+ History Month (re: conversion practices) ""As we look to the future, with this Labour Government introducing greater protections for the LGBTQ+ community, such as the trans-inclusive ban on conversion practices and righting the wrongs done to LGBT veterans, we would think that we would have reason to..."" [--: Praises trans-inclusive conversion practices ban as positive government reform]",,
"Dr Rupa Huq (Labour, Ealing Central and Acton)",,,,,1,,"a speech, 4 years ago","moderate (consistent speeches, but no vote on record)",4,mp-votes.html#mp-4511,"2022-07-13 DEBATE: Spoke: Transgender Conversion Therapy ""Transgender Conversion Therapy"" [-: Questions exclusion of trans conversion therapy from ban, implying support for broader prohibition] | 2022-07-13 DEBATE: Spoke: Transgender Conversion Therapy ""Transgender Conversion Therapy"" [--: Presses Government to deliver full ban on conversion therapy, citing medical bodies' support] | 2021-03-24 DEBATE: Spoke: Conversion Therapy ""Conversion Therapy"" [--: Presses for swift legislation banning conversion therapy, calling it archaic] | 2021-03-24 DEBATE: Spoke: Conversion Therapy ""Conversion Therapy"" [0: Neutral information-seeking question on conversion therapy ban progress]",,
"Lucy Powell (Labour (Co-op), Manchester Central)",,,,,1,,"a speech, 14 months ago","moderate (consistent speeches, but no vote on record)",4,mp-votes.html#mp-4263,"2025-06-19 DEBATE: Spoke:  Business of the House (re: conversion practices) ""I am sorry to hear of that story. Everyone deserves dignity and respect in our society. We committed in our manifesto to reforming the Gender Recognition Act 2004. Our immediate priorities for the trans community are a trans-inclusive ban on conversion..."" [--: Minister commits to trans-inclusive conversion practices ban, opposing CitizenGO's concerns on scope] | 2023-11-09 DEBATE: Spoke:  Business of the House (re: conversion therapy) ""Nutrient neutrality has been dropped to avoid another embarrassing defeat. Whatever happened to the motorists Bill, briefed several times as the Prime Minister’s big idea? It is nowhere this week. The ban on conversion therapy? Dropped."" [-: Criticises government for dropping conversion therapy ban, implying support for it] | 2023-01-17 DEBATE: Spoke:  Online Safety Bill ""Online Safety Bill"" [--: Welcomes ban on conversion practices for trans people, opposing therapy freedom concerns] | 2013-06-11 EDM-SIGNED: Signed EDM: GAY-TO-STRAIGHT CONVERSION THERAPY IN THE UK [--: Calls for banning conversion therapy for under-18s, opposing therapy freedom]",,
"Rachel Taylor (Labour, North Warwickshire and Bedworth)",,,,,1,,"a speech, 4 months ago","thin (speeches only, and few of them directional)",4,mp-votes.html#mp-5065,"2026-06-10 PQ: Conversion Therapy ""To ask the Minister for Women and Equalities, when she plans to publish the draft Conversion Practices Bill."" [0: Procedural query on publication timing of Conversion Practices Bill] | 2026-04-29 DEBATE: Spoke: Conversion Practices ""I thank the Minister for the comments that she has made so far. Conversion practices have devastated the lives of LGBT people for many years, making them feel ashamed of who they are and leaving them with long-term physical and mental harm. The upcoming..."" [--: Urges swift legislation banning conversion practices, calling them cruel and inhumane] | 2025-06-23 DEBATE: Spoke:  Pride Month (re: conversion therapy) ""This Labour Government have pledged to ban conversion therapy. Last week in the House, I encouraged the Government to fulfil their manifesto commitment. I made the case for aggravated offences to be treated the same for all people, regardless of what kind of..."" [--: Advocates for conversion therapy ban, opposing therapy/religious freedom concerns] | 2024-09-03 DEBATE: Spoke:  Passenger Railway Services (Public Ownership) Bill (re: conversion therapy) ""Research by the Campaign Against Censorship, which was reported by Stonewall this August, shows that, even in this day and age, LGBT books are being removed from school libraries after complaints. Last week, the TUC reported the shocking news that over half..."" [0: Maiden speech on rail nationalisation, no content touching conversion therapy or speech]",,
"Tom Hayes (Labour, Bournemouth East)",,,,,1,,"a speech, 2 months ago","moderate (consistent speeches, but no vote on record)",4,mp-votes.html#mp-5210,"2026-06-25 DEBATE: Spoke: Draft Conversion Practices Bill ""Draft Conversion Practices Bill"" [--: Strongly advocates banning conversion therapy, sharing testimonies condemning the practice] | 2026-02-12 DEBATE: Spoke: LGBT+ History Month (re: conversion practices) ""That is important to dwell on given that Parliament will—very soon, I think—be considering a ban on conversion practices. We can ban the practices, but we have to realise that the rhetoric itself can be used to attempt to convert. Opponents do not care at all..."" [-: Frames anti-trans rhetoric as conversion attempt, supporting broad conversion practice ban] | 2025-07-07 PQ: Transgender People: Conversion Therapy ""Transgender People: Conversion Therapy"" [-: Pushes government to expedite conversion therapy ban, against therapy freedom concerns] | 2025-06-23 DEBATE: Spoke:  Pride Month (re: conversion therapy) ""I commend our Government for taking significant steps to support LGBT+ veterans, and for announcing that they would make strands of hate crime targeted at disabled and LGBT+ people an aggravated offence. I was proud to sponsor an amendment to the Crime and..."" [0: Discusses LGBT+ hate crime protections, not addressing conversion therapy stance directly]",,
"Yasmin Qureshi (Labour, Bolton South and Walkden)",,,,,1,,"a motion signed, 13 years ago",thin (weak evidence kinds only (questions or co-signatures)),4,mp-votes.html#mp-3924,"2026-04-29 PQ: Conversion Therapy ""Conversion Therapy"" [-: Pushes for conversion therapy ban legislation in King's Speech] | 2022-11-07 PQ: Conversion Therapy: Wales ""To ask the Minister for Women and Equalities, what discussions she has had with the Welsh Government on banning sexual orientation and transgender conversion practices."" [0: Neutral information-seeking on Welsh Government discussions] | 2022-11-07 PQ: Conversion Therapy: Scotland ""Conversion Therapy: Scotland"" [0: Neutral request for policy implications assessment, no direction shown] | 2013-06-11 EDM-SIGNED: Signed EDM: GAY-TO-STRAIGHT CONVERSION THERAPY IN THE UK [--: Calls for banning conversion therapy for under-18s, opposing therapy freedom]",,
"Caroline Nokes (Conservative, Romsey and Southampton North)",,,,,1,,"a speech, 3 years ago","moderate (consistent speeches, but no vote on record)",3,mp-votes.html#mp-4048,"2023-07-12 DEBATE: Spoke: Conversion Practices: Legislative Ban ""Conversion Practices: Legislative Ban"" [--: Pushes minister to condemn conversion therapy as abhorrent, favouring blanket ban] | 2022-03-30 DEBATE: Spoke: Conversion Therapy Ban ""Conversion Therapy Ban"" [--: Presses government to introduce conversion therapy ban legislation swiftly] | 2021-03-11 DEBATE: Spoke:  International Women’s Day (re: conversion therapy) ""On this International Women’s Day, let us champion all women—gay women, who do not need conversion therapy; trans women, who want to be treated with respect and fairness. Remember, they are the ones most likely to suffer domestic abuse."" [-: Frames conversion therapy negatively, implying support for bans against it]",,
"David Mundell (Conservative, Dumfriesshire, Clydesdale and Tweeddale)",,,,,1,,"a speech, 5 years ago","moderate (consistent speeches, but no vote on record)",3,mp-votes.html#mp-1512,"2021-07-01 DEBATE: Spoke:  Pride Month (re: conversion therapy) ""I echo much of what the hon. Member for Wallasey and my hon. Friend the Member for Carshalton and Wallington said about conversion therapy. The debate that we took part in was totally unsatisfactory; I hope that it was then a catalyst for the action that we..."" [-: Calls for stronger action on conversion therapy, endorsing a ban CitizenGO opposes] | 2021-05-11 DEBATE: Spoke: Debate on the Address (re: conversion therapy) ""May I also welcome the measures in the Gracious Speech to ban conversion therapy, an issue on which I have campaigned, cross-party, along with many other colleagues, and express the hope that such measures can be brought forward in conjunction with the..."" [--: Welcomes ban on conversion therapy, calling it an abhorrent practice, campaigned for it] | 2021-03-08 DEBATE: Spoke:  LGBT Conversion Therapy ""There was a similar petition in the Scottish Parliament entitled “End Conversion Therapy”, which was dealt with last year by its Public Petitions Committee. Stonewall Scotland, Equality Network, Scottish Trans Alliance and LGBT Youth Scotland all supported..."" [--: Strongly backs conversion therapy ban, dismisses therapy concerns as pseudo-psychiatric snake oil]",,
"Ed Davey (Liberal Democrat, Kingston and Surbiton)",,,,,1,,"a motion signed, 5 years ago",thin (weak evidence kinds only (questions or co-signatures)),3,mp-votes.html#mp-188,"2022-02-21 EDM-SIGNED: Signed EDM: LGBT+ history month 2022 (re: conversion therapy) [--: Calls on government to ban conversion therapy, opposing CitizenGO's concerns] | 2020-06-22 PQ: Conversion Therapy ""Conversion Therapy"" [0: Factual request for statistics on conversion therapy incidence] | 2020-06-04 EDM-SIGNED: Signed EDM: LGBTQ+ conversion therapy in the UK [--: Calls for full criminal ban on conversion therapy including sending people abroad]",,
"Florence Eshalomi (Labour (Co-op), Vauxhall and Camberwell Green)",,,,,1,,"a speech, 3 years ago","thin (speeches only, and few of them directional)",3,mp-votes.html#mp-4870,"2023-12-19 DEBATE: Spoke: Christmas, Christianity and Communities (re: conversion therapy) ""I salute and commend the hon. Member for Darlington (Peter Gibson) for recognising and reiterating the point that so many LGBTQ+ people are of faith, and they are proud to be of faith. It is important we remember that, and that we welcome them and continue to..."" [0: Welcomes LGBTQ+ people of faith, no direct stance on conversion therapy ban scope] | 2023-12-06 DEBATE: Spoke: Conversion Practices ""Conversion Practices"" [--: Strongly advocates for banning conversion practices, dismissing religious freedom concerns] | 2021-05-11 DEBATE: Spoke: Debate on the Address (re: conversion therapy) ""I listened to the Prime Minister’s speech earlier, and I welcome some of the measures that he announced. The ban on conversion therapy—a practice that is so desperately cruel and immoral—is long overdue, and I urge the Government not to delay in bringing that..."" [--: MP calls conversion therapy ban long overdue and urges government to legislate without delay]",,
"Gerald Jones (Labour, Merthyr Tydfil and Aberdare)",,,,,1,,"a speech, 3 years ago","moderate (consistent speeches, but no vote on record)",3,mp-votes.html#mp-4501,"2023-11-15 DEBATE: Spoke: Violence Reduction, Policing and  Criminal Justice (re: conversion therapy) ""It is hard to understand why, after countless promises, there is no legislation to ban conversion therapy in this Parliament. That is an absolute betrayal of the LGBT+ community and people at risk of such abhorrent treatment. We know that conversion practices..."" [--: Demands conversion therapy ban, calls delay a betrayal, opposes CitizenGO's concerns] | 2023-06-15 DEBATE: Spoke: Pride Month (re: Gender Recognition Act) ""The Civil Partnership Act 2004 gave same-sex couples almost identical rights as married straight couples, which was first time that the legal status of same-sex relationships was fully acknowledged in law, and the Gender Recognition Act 2004 allowed trans..."" [-: Positively frames Civil Partnership and Gender Recognition Acts, favouring expanded LGBT recognition] | 2022-05-11 DEBATE: Spoke: Preventing Crime and Delivering Justice (re: conversion therapy) ""I am pleased to see that the ban on conversion therapy is in the Queen’s Speech, because it is long overdue. However, it should be a complete ban, with no fudging and no vague approach that will leave loopholes, which will no doubt be exploited."" [--: Demands complete conversion therapy ban with no exemptions or loopholes]",,
"Liz Saville Roberts (Plaid Cymru, Dwyfor Meirionnydd)",,,,,1,,"a speech, 5 years ago","moderate (consistent speeches, but no vote on record)",3,mp-votes.html#mp-4521,"2024-05-17 EDM-SIGNED: Signed EDM: ILGA-Europe Rainbow Map (re: conversion practices) [--: Criticises delay in banning conversion practices and migration enforcement affecting LGBTI migrants] | 2022-02-21 EDM-SIGNED: Signed EDM: LGBT+ history month 2022 (re: conversion therapy) [--: Calls on government to ban conversion therapy, opposing CitizenGO's concerns] | 2021-07-01 DEBATE: Spoke:  Pride Month (re: conversion therapy) ""Given the broken promises on conversion therapy and meaningful reform of the GRA, it is no surprise that the UK Government are now pushing ahead with breaking their legally binding promise on international aid. The decision has resulted in an 80% cut in..."" [--: Calls for legislative ban on conversion therapy, opposing CitizenGO's caution on such bans]",,
"Luke Pollard (Labour (Co-op), Plymouth Sutton and Devonport)",,,,,1,,"a speech, 2 years ago","thin (speeches only, and few of them directional)",3,mp-votes.html#mp-4682,"2024-03-01 DEBATE: Spoke:  Conversion Practices (Prohibition) Bill ""Conversion Practices (Prohibition) Bill"" [--: Strongly praises and backs conversion therapy ban bill] | 2022-10-28 PQ: Conversion Therapy ""Conversion Therapy"" [0: Neutral timetable inquiry on conversion therapy legislation] | 2022-06-13 DEBATE: Spoke: Transgender Conversion Therapy ""Transgender Conversion Therapy"" [--: Strongly champions trans rights and conversion therapy ban including gender identity aspects]",,
"Marie Goldman (Liberal Democrat, Chelmsford)",,,,,1,,"a speech, 6 months ago","thin (speeches only, and few of them directional)",3,mp-votes.html#mp-5073,"2026-05-14 DEBATE: Spoke: Getting Britain Working Again (re: conversion therapy) ""“a draft Bill to ban abusive conversion practices.” —[ Official Report, House of Lords, 13 May 2026; Vol. 856, c. 3.]"" [0: Merely quotes official report reference to a conversion practices bill] | 2026-04-29 PQ: Conversion Therapy ""Conversion Therapy"" [-: Presses government to speed up conversion practices ban, against CitizenGO's caution] | 2026-02-12 DEBATE: Spoke: LGBT+ History Month (re: conversion therapy) ""It is the Liberal Democrats that continue to push, agreed cross-party, for an immediate, full and inclusive ban on conversion therapy, covering both sexual orientation and gender identity without loopholes. We have always been a champion of LGBTQ+ equality,..."" [--: Pushes for immediate full conversion therapy ban with no loopholes, opposing exemptions]",,
"Mary Kelly Foy (Labour, City of Durham)",,,,,1,,"a speech, 4 years ago","thin (consistent speeches, but no vote on record; 1 contrary item on record)",3,mp-votes.html#mp-4753,"CONFLICTING SIGNALS - review all evidence | 2023-07-06 PQ: Conversion Therapy: Victim Support Schemes ""Conversion Therapy: Victim Support Schemes"" [-: Pushes for robust victim support under conversion practices ban, favouring ban's scope] | 2023-07-06 PQ: Conversion Therapy ""Conversion Therapy"" [+: Requests pre-legislative scrutiny of conversion ban, aligning with caution over rushed law] | 2022-06-13 DEBATE: Spoke: Transgender Conversion Therapy ""Transgender Conversion Therapy"" [--: Strongly supports trans-inclusive conversion therapy ban, against therapy/religious freedom concerns]",,
"Ms Diane Abbott (Labour, Hackney North and Stoke Newington)",,,,,1,,"a motion signed, 6 years ago",thin (weak evidence kinds only (questions or co-signatures)),3,mp-votes.html#mp-172,"2021-07-09 PQ: Conversion Therapy ""Conversion Therapy"" [-: Encourages adopting foreign conversion therapy bans] | 2020-06-04 EDM-SIGNED: Signed EDM: LGBTQ+ conversion therapy in the UK [--: Calls for full criminal ban on conversion therapy including sending people abroad] | 2013-06-11 EDM-SIGNED: Signed EDM: GAY-TO-STRAIGHT CONVERSION THERAPY IN THE UK [--: Calls for banning conversion therapy for under-18s, opposing therapy freedom]",,
"Zarah Sultana (Your Party, Coventry South)",,,,,1,,"a speech, 4 years ago","moderate (consistent speeches, but no vote on record)",3,mp-votes.html#mp-4786,"2022-06-15 DEBATE: Spoke: Rail Strikes (re: conversion therapy) ""That is clear with the Rwanda policy, which has nothing to do with tackling people-smuggling and everything to do with whipping up hate, demonising marginalised groups and pitting people who were born here against people who seek asylum here. That is what the..."" [--: Condemns refusal to ban conversion therapy and attacks Rwanda deportation policy] | 2022-06-13 DEBATE: Spoke: Transgender Conversion Therapy ""Transgender Conversion Therapy"" [--: Calls for banning conversion therapy, criticises government for delaying ban] | 2020-06-04 EDM-SIGNED: Signed EDM: LGBTQ+ conversion therapy in the UK [--: Calls for full criminal ban on conversion therapy including sending people abroad]",,
"Ben Lake (Plaid Cymru, Ceredigion Preseli)",,,,,1,,"a motion signed, 2 years ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-4630,"2024-05-17 EDM-SIGNED: Signed EDM: ILGA-Europe Rainbow Map (re: conversion practices) [--: Criticises delay in banning conversion practices and migration enforcement affecting LGBTI migrants] | 2022-02-21 EDM-SIGNED: Signed EDM: LGBT+ history month 2022 (re: conversion therapy) [--: Calls on government to ban conversion therapy, opposing CitizenGO's concerns]",,
"Cat Smith (Labour, Lancaster and Wyre)",,,,,1,,"a speech, 3 years ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-4436,"2025-05-07 PQ: Conversion Therapy ""Conversion Therapy"" [-: Pushes government to advance conversion practices ban, against religious freedom concerns] | 2023-11-14 DEBATE: Spoke: Economic Growth (re: conversion therapy) ""The other petition concerns the banning of conversion therapy. It is a horrible thing and I think the word “therapy” is very misleading. The petition has cross-party support and has received a huge amount of support from members of the public when there have..."" [--: Calls conversion therapy horrible, supports cross-party ban, opposing CitizenGO stance]",,
"Catherine West (Labour, Hornsey and Friern Barnet)",,,,,1,,"a speech, 5 years ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-4523,"2026-07-08 PQ: Conversion Therapy ""To ask the Minister for Women and Equalities, what assessment her Department has made of the equality impact of the exemption for those providing healthcare services under section 1.3 of the Draft Conversion Practices Bill."" [0: Neutral scrutiny question on equality impact of exemption] | 2021-07-01 DEBATE: Spoke:  Pride Month (re: conversion therapy) ""Secondly, will he outline the progress on the Gender Recognition Act 2004? There is a sort of half debate being had and it would be really good to know the exact timeline on that. Thirdly, I would like to know the exact timeline on the banning of conversion..."" [--: Explicitly calls for timetable to ban conversion therapy, opposing CitizenGO's religious freedom concerns]",,
"Chris Law (Scottish National Party, Dundee Central)",,,,,1,,"a motion signed, 2 years ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-4403,2024-05-17 EDM-SIGNED: Signed EDM: ILGA-Europe Rainbow Map (re: conversion practices) [--: Criticises delay in banning conversion practices and migration enforcement affecting LGBTI migrants] | 2020-06-04 EDM-SIGNED: Signed EDM: LGBTQ+ conversion therapy in the UK [--: Calls for full criminal ban on conversion therapy including sending people abroad],,
"Dr Roz Savage (Liberal Democrat, South Cotswolds)",,,,,1,,"a speech, 15 months ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-5352,"2025-06-24 PQ: Conversion Therapy ""Conversion Therapy"" [-: Pushes government to ban conversion practices, against CitizenGO's concern] | 2025-05-19 DEBATE: Spoke: Gender Self-identification ""What self-identification does is remove unnecessary medicalised hurdles that dehumanise trans people and delay access to legal rights. Many trans people already live full time in their affirmed gender, without ever applying for a gender recognition..."" [--: Advocates removing medical safeguards for gender self-identification, undermining sex-based protections]",,
"Helen Morgan (Liberal Democrat, North Shropshire)",,,,,1,,"a motion signed, 5 years ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-4934,"CONFLICTING SIGNALS - review all evidence | 2026-06-22 DEBATE: Spoke: Pathways Study: Puberty Suppression (re: Tavistock) ""We agree that treatment should first be based on talking therapies, so that patients are given the space and support that they need, but it is crucial that young people can start those therapies as a matter of urgency, not after years of delay. Decisions..."" [+: Calls for evidence-based caution and talking therapies before puberty blockers for minors] | 2022-02-21 EDM-SIGNED: Signed EDM: LGBT+ history month 2022 (re: conversion therapy) [--: Calls on government to ban conversion therapy, opposing CitizenGO's concerns]",,
"James Murray (Labour (Co-op), Ealing North)",,,,,1,,"a speech, 5 years ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-4797,"2022-11-07 PQ: Conversion Therapy ""To ask the Minister for Women and Equalities, what recent steps her Department has taken to progress the Government plans published in its background briefing to the Queen’s Speech on further exploring the issue of transgender conversion practices."" [0: Neutral inquiry into government progress on conversion practices plans] | 2021-07-01 DEBATE: Spoke:  Pride Month (re: conversion therapy) ""As we have heard, conversion therapy has no place in modern Britain and should already have been banned. A survey in 2018 found that well over half of the people subject to this practice had suffered mental health issues as a result, with a third having..."" [--: States conversion therapy should already be banned, citing mental health harms]",,
"Jamie Stone (Liberal Democrat, Caithness, Sutherland and Easter Ross)",,,,,1,,"a motion signed, 5 years ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-4612,"2022-02-21 EDM-SIGNED: Signed EDM: LGBT+ history month 2022 (re: conversion therapy) [--: Calls on government to ban conversion therapy, opposing CitizenGO's concerns] | 2020-06-04 EDM-SIGNED: Signed EDM: LGBTQ+ conversion therapy in the UK [--: Calls for full criminal ban on conversion therapy including sending people abroad]",,
"Jess Brown-Fuller (Liberal Democrat, Chichester)",,,,,1,,"a speech, 2 months ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-5335,"2026-06-25 DEBATE: Spoke: Draft Conversion Practices Bill ""Draft Conversion Practices Bill"" [--: Strongly endorses broad conversion practices ban with no exemptions mentioned] | 2025-07-09 DEBATE: Spoke:  LGBT Financial Recognition Scheme (re: conversion therapy) ""People were sent to psychiatrists, where so-called conversion therapy was suggested as a means to remain in service. These practices included electro-convulsive treatments and the use of drugs—treatments that were cruel, dehumanising and wholly indefensible."" [-: Condemns historic conversion therapy practices as indefensible, favouring bans]",,
"John Lamont (Conservative, Berwickshire, Roxburgh and Selkirk)",,,,,1,,"a speech, 5 years ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-4608,"2021-03-24 DEBATE: Spoke: Conversion Therapy ""Conversion Therapy"" [--: Urges accelerated conversion therapy ban, opposing therapy and religious freedom concerns] | 2021-03-24 DEBATE: Spoke: Conversion Therapy ""Conversion Therapy"" [-: Question pressing government to ban conversion therapy, advocating for the ban CitizenGO opposes]",,
"John McDonnell (Labour, Hayes and Harlington)",,,,,1,,"a motion signed, 2 years ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-178,"2024-05-17 EDM-SIGNED: Signed EDM: ILGA-Europe Rainbow Map (re: conversion practices) [--: Criticises delay in banning conversion practices and migration enforcement affecting LGBTI migrants] | 2013-06-11 EDM-SIGNED: Signed EDM: GAY-TO-STRAIGHT CONVERSION THERAPY IN THE UK [--: Calls for banning conversion therapy for under-18s, opposing therapy freedom]",,
"John Milne (Liberal Democrat, Horsham)",,,,,1,,"a speech, 14 months ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-5329,"2025-06-18 DEBATE: Spoke: Banning Conversion Practices ""Banning Conversion Practices"" [--: Urges government to legislate a conversion therapy ban within a year] | 2025-06-18 DEBATE: Spoke: Banning Conversion Practices ""Banning Conversion Practices"" [-: Pushes government to bring forward a conversion therapy ban, against CitizenGO's concerns]",,
"Laura Kyrke-Smith (Labour, Aylesbury)",,,,,1,,"a speech, 9 months ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-5341,"2025-11-13 DEBATE: Spoke:  Business of the House (re: conversion therapy) ""Today marks the start of Transgender Awareness Week. I express my solidarity with and respect for the trans community in Aylesbury. When I met a local LGBTQ+ group recently, we discussed the urgent need to end the harmful practice of conversion therapy...."" [--: Calls conversion therapy harmful, urges Labour to legislate a ban swiftly] | 2024-10-14 PQ: Conversion Therapy ""Conversion Therapy"" [0: Neutral information-seeking on conversion therapy policy scope]",,
"Mr Clive Betts (Labour, Sheffield South East)",,,,,1,,"a motion signed, 6 years ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-394,"2020-06-04 EDM-SIGNED: Signed EDM: LGBTQ+ conversion therapy in the UK [--: Calls for full criminal ban on conversion therapy including sending people abroad] | 2013-06-11 EDM-SIGNED: Signed EDM: GAY-TO-STRAIGHT CONVERSION THERAPY IN THE UK [--: Calls for banning conversion therapy for under-18s, opposing therapy freedom]",,
"Ms Stella Creasy (Labour (Co-op), Walthamstow)",,,,,1,,"a speech, 5 years ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-4088,"2026-05-18 DEBATE: Spoke: Backing Business to Create Economic Growth (re: conversion therapy) ""We do not want the Government to be caught up in fighting to get rid of juries, when really, if we want to help victims, we should bring in specialist rape courts. Yes, we need to have the difficult conversations about immigration, because in my Walthamstow..."" [0: Focuses on rape courts and immigration tangentially, no clear conversion therapy stance] | 2021-03-08 DEBATE: Spoke:  LGBT Conversion Therapy ""Where young people who are gay, lesbian, transgender or bi grow up in communities where they are not supported, they are eight times more likely to have attempted suicide, six times more likely to report depression and three times more likely to use illegal..."" [--: Advocates making conversion therapy illegal outright, opposing therapy freedom concerns]",,
"Munira Wilson (Liberal Democrat, Twickenham)",,,,,1,,"a motion signed, 5 years ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-4776,"2022-02-21 EDM-SIGNED: Signed EDM: LGBT+ history month 2022 (re: conversion therapy) [--: Calls on government to ban conversion therapy, opposing CitizenGO's concerns] | 2020-06-04 EDM-SIGNED: Signed EDM: LGBTQ+ conversion therapy in the UK [--: Calls for full criminal ban on conversion therapy including sending people abroad]",,
"Peter Swallow (Labour, Bracknell)",,,,,1,,"a speech, 3 months ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-5165,"2026-06-04 DEBATE: Spoke:  Pride Month (re: conversion therapy) ""In her opening speech, the Minister rightly recognised that the progress made on LGBT+ rights has been hard won, and that the battle for a society where LGBT+ people can truly live without fear of hate and discrimination is far from over. Through the Crime..."" [-: Frames conversion therapy ban as continuing fight against LGBT+ discrimination] | 2026-05-14 DEBATE: Spoke: Getting Britain Working Again (re: conversion practices) ""Finally, I will touch on something a bit more personal, but no less important. There is no place in the Britain I know and love for abusive conversion practices to continue. The promise we made to ban them is one we must keep, and I offer my full support to..."" [--: Strongly backs banning conversion practices with no caveats mentioned]",,
"Seema Malhotra (Labour (Co-op), Feltham and Heston)",,,,,1,,"a speech, 15 months ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-4253,"CONFLICTING SIGNALS - review all evidence | 2025-05-19 DEBATE: Spoke: Gender Self-identification ""We have said that we will look at gender recognition reform. Our immediate priority, as laid out in the King’s Speech, is to make sure that we have a trans-inclusive ban on conversion practices, to strengthen hate crime protections for trans people, and to..."" [--: Prioritises trans-inclusive conversion therapy ban and expanded trans healthcare access] | 2025-05-19 DEBATE: Spoke: Gender Self-identification ""Gender Self-identification"" [+: Notes commitment to Cass report and protecting single-sex spaces post-Supreme Court ruling]",,
