Decision-Maker,++,+,0,-,--,Target (Y/N),Comments
"Tony Vaughan (Labour, Folkestone and Hythe)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Torcuil Crichton (Labour, Na h-Eileanan an Iar)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Torsten Bell (Labour, Swansea West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tracy Gilbert (Labour, Edinburgh North and Leith)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tristan Osborne (Labour, Chatham and Aylesford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Tulip Siddiq (Labour, Hampstead and Highgate)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Uma Kumaran (Labour, Stratford and Bow)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Valerie Vaz (Labour, Walsall and Bloxwich)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Vicky Foxcroft (Labour, Lewisham North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Victoria Collins (Liberal Democrat, Harpenden and Berkhamsted)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Vikki Slade (Liberal Democrat, Mid Dorset and North Poole)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Warinder Juss (Labour, Wolverhampton West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Wendy Chamberlain (Liberal Democrat, North East Fife)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Wendy Morton (Conservative, Aldridge-Brownhills)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Wes Streeting (Labour, Ilford North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Will Stone (Labour, Swindon North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Yasmin Qureshi (Labour, Bolton South and Walkden)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Yuan Yang (Labour, Earley and Woodley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Yvette Cooper (Labour, Pontefract, Castleford and Knottingley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Zöe Franklin (Liberal Democrat, Guildford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Órfhlaith Begley (Sinn Féin, West Tyrone)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Neil Coyle (Labour, Bermondsey and Old Southwark)",,,,1,,,2021-10-26 DEBATE: Spoke: Nationality and Borders Bill (Tenth sitting) [-: Criticises restrictive asylum clause despite religious persecution exemption concerns]
"Kate Osborne (Labour, Jarrow and Gateshead East)",,,,,1,,"2021-11-24 DEBATE: Spoke: Conversion Therapy Ban: Faith-based Settings [--: Pushes to close consent loophole and cover prayer in conversion ban, threatening religious freedom protections] | 2021-11-24 DEBATE: Spoke: Conversion Therapy Ban: Faith-based Settings [unscored]"
