FIVE COLUMNS ANALYSIS (ONLY IF APPROPRIATE)
PLAN STAGE,,,,,,,,,EVALUATE STAGE,
Decision-Maker,# Seats,"""++""","""+""","""0""","""-""","""--""",Target (Y/N),Comments,Vote (Y/N),Comments
"Baroness Bakewell (Labour, Life peer)",,1,0,0,0,0,,"2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [++: Voted against approving abortion regulations, opposing their extension to Northern Ireland; free vote]",,
"Baroness Spielman (Conservative, Life peer)",,1,0,0,0,0,,"2026-02-02 DEBATE: Spoke: Crime and Policing Bill ""My Lords, the debates today are of tremendous importance and, I think, of comparable difficulty to the painful debate about assisted dying, though that other Bill has rather overshadowed this clause. However, I think, in effect, that what we are talking about..."" [++: Strongly opposes decriminalisation clause, calls it de facto removal of abortion term limit]",,
"Lord Elliott of Mickle Fell (Conservative, Life peer)",,1,0,0,0,0,,"2025-10-16 DEBATE: Spoke: Crime and Policing Bill ""“To ask His Majesty’s Government what assessment they have made of the potential risks to vulnerable women, including those who may be subject to coercion or abuse, if abortion were to be decriminalised; and what safeguarding measures they plan to put in..."" [++: Opposes decriminalising abortion up to birth, citing insufficient scrutiny, clearly pro-life leaning]",,
"Lord Weir of Ballyholme (Democratic Unionist Party, Life peer)",,1,0,0,0,0,,"2023-06-28 DEBATE: Spoke: Relationships and Sexuality Education (Northern Ireland) (Amendment) Regulations 2023 (re: abortion) ""My Lords, I speak as a former Education Minister for Northern Ireland. I will keep my remarks relatively succinct, because a lot of the substantive ground has been covered by my two colleagues who spoke previously. We are also due to speak in the House on the..."" [++: Opposes imposed NI abortion RSE regulations, cites lack of respect for ethos and devolution]",,
"Lord Farmer (Conservative, Life peer)",,0,1,0,0,0,,"CAPPED at + : voted for the Northern Ireland abortion regulations | CONFLICTING SIGNALS - review all evidence | 2025-10-16 DEBATE: Spoke: Crime and Policing Bill ""Clause 191 shreds a woman’s criminal responsibility and, with it, a vital protection for her against a partner or family member coercing or predating on her to have a late-term abortion. Bringing about her own late-stage termination of a baby that has been..."" [++: Criticises rushed abortion decriminalisation clause appended to unrelated crime bill] | 2024-10-29 PQ: Abortion: Clinics ""To ask His Majesty's Government, further to their announcement on 18 September that protection zones around abortion clinics will be in force from 31 October, when they intend to respond to the Abortion clinic safe access zones: non-statutory guidance con"" [0: Neutral procedural question on timing of guidance response] | 2023-01-30 DEBATE: Spoke: Public Order Bill (re: abortion) ""Fundamentally, with regard to the current Clause 9, calling for a 150-metre buffer zone—or safe access zone, as I think it is now being called—it is not supported by the necessary evidence and research data to justify placing on the statute book such a law,..."" [++: Opposes abortion clinic buffer zones as disproportionate incursion on freedom rights] | 2022-11-22 DEBATE: Spoke: Public Order Bill (re: abortion) ""However, the tidying-up changes that my noble friend Lady Sugg proposes do not speak to the disproportionality of Clause 9, and in some ways worsen it. For example, Amendment 84 would ensure that a buffer zone also applies where an abortion clinic is embedded..."" [-: Defends buffer zone provisions restricting pro-life speech near abortion clinics, opposing exemptions] | 2022-11-22 DEBATE: Spoke: Public Order Bill (re: abortion) ""“any person’s decision to access, provide, or facilitate the provision of abortion services”"" [++: Argues against abortion buffer-zone clause, calling it flawed and chilling] | 2022-11-01 DEBATE: Spoke: Public Order Bill (re: abortion) ""Where will this end? Banning people from public areas near abortion facilities based purely on their beliefs could lead to any organisation dealing with contentious matters staking a claim for a buffer zone around its premises. A gender dysphoria clinic could..."" [++: Defends pro-life protesters' rights against buffer-zone clause, criticises restriction] | 2022-06-21 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, at the end insert “but that this House regrets that the Regulations (1) disregard the statutory role of the Northern Ireland Assembly and ignore the devolution settlement, and (2) make substantial constitutional changes via secondary legislation”."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [++: Voted against approving abortion regulations, opposing their extension to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Blencathra (Conservative, Life peer)",,0,1,0,0,0,,"CAPPED at + : voted for the Northern Ireland abortion regulations | CONFLICTING SIGNALS - review all evidence | 2025-12-17 DEBATE: Spoke: Crime and Policing Bill ""Crime and Policing Bill"" [0: Addresses honour-based abuse, unrelated to abortion despite area tagging] | 2025-12-17 DEBATE: Spoke: Crime and Policing Bill ""Crime and Policing Bill"" [0: Discusses e-bike battery regulation, unrelated to abortion] | 2025-11-27 DEBATE: Spoke: Crime and Policing Bill ""I was inspired to table my amendments when I read properly the brilliant but frightening report from the noble Baroness, Lady Casey of Blackstock. I had skim-read the media reports and the government comments on it when it was published, but it was not until..."" [0: Focuses on grooming gang cover-up, not directly on abortion or free speech] | 2025-11-27 DEBATE: Spoke: Crime and Policing Bill ""Crime and Policing Bill"" [0: Supports child exploitation protection orders; unrelated to abortion or education parental rights] | 2025-11-19 DEBATE: Spoke: Crime and Policing Bill ""Crime and Policing Bill"" [-: Amendment removes religious exemption for kirpans, narrowing religious freedom protection] | 2025-11-17 DEBATE: Spoke: Crime and Policing Bill ""Crime and Policing Bill"" [0: Amendment on youth justice detention orders, unrelated to abortion policy] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [++: Voted against approving abortion regulations, opposing their extension to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness O'Loan (Crossbench, Life peer)",,0,1,0,0,0,,"CAPPED at + : voted for the Northern Ireland abortion regulations | CONFLICTING SIGNALS - review all evidence | 2025-09-12 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill ""Terminally Ill Adults (End of Life) Bill"" [++: Strongly opposes assisted dying bill, citing coercion risk and inadequate scrutiny] | 2024-08-12 PQ: Abortion: Demonstrations ""To ask His Majesty's Government what steps they are taking to ensure that police receive adequate training in ECHR rights with regard to policing safe access zones around abortion clinics."" [+: Seeks protection of ECHR rights in policing near abortion clinics] | 2022-11-22 DEBATE: Spoke: Public Order Bill (re: abortion) ""Is the noble Lord saying that we should have buffer zones outside every location at which somebody can get, for example, the medical intervention for abortion, such as Boots the chemist, or every facility offering counselling?"" [+: Questions overly broad abortion buffer zones covering pharmacies and counselling] | 2022-11-01 DEBATE: Spoke: Public Order Bill (re: abortion) ""Finally, I will say a word about Clause 9, a late amendment to the Bill in the other place which seeks to create an “Offence of interference with access to or provision of abortion services” and would introduce 150 metre-wide “buffer zones”—also known as..."" [0: Describes buffer zone clause factually without stating personal support or opposition] | 2022-06-21 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, at the end insert “but that this House regrets that the Regulations (1) disregard the statutory role of the Northern Ireland Assembly and ignore the devolution settlement, and (2) make substantial constitutional changes via secondary legislation”."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [++: Voted against approving abortion regulations, opposing their extension to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Eaton (Conservative, Life peer)",,0,1,0,0,0,,"CAPPED at + : voted for the Northern Ireland abortion regulations | CONFLICTING SIGNALS - review all evidence | 2022-11-22 DEBATE: Spoke: Public Order Bill (re: abortion) ""It should be noted that the regime created under new subsections (2A) through to (2D) is not new, this is entirely consistent with Part 3 of the Police, Crime, Sentencing and Courts Act 2022 and the consultation process set out for the public spaces..."" [+: Argues buffer zones disproportionate, supports amendments limiting restrictions on pro-life protest] | 2022-11-22 DEBATE: Spoke: Public Order Bill (re: abortion) ""Amendment 86 is particularly important in light of the available evidence, which shows that buffer zones are not needed outside every abortion clinic. The 2018 review commissioned by the Government found that protest activities were the exception, not the..."" [++: Opposes abortion clinic buffer zones, defends prayer and leafleting as lawful activity] | 2021-12-07 PQ: Abortion: Ambulance Services ""Abortion: Ambulance Services"" [0: Information-seeking about ambulance data tracking, no clear directional framing] | 2021-12-01 PQ: Abortion: Ambulance Services ""Abortion: Ambulance Services"" [+: Highlights safety risks of home abortion pill use, aligns with pro-life concerns] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [++: Voted against approving abortion regulations, opposing their extension to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord McCrea of Magherafelt and Cookstown (Democratic Unionist Party, Life peer)",,0,1,0,0,0,,"CAPPED at + : voted for the Northern Ireland abortion regulations | CONFLICTING SIGNALS - review all evidence | 2026-03-27 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill ""Terminally Ill Adults (End of Life) Bill"" [++: Champions conscientious objection protections for faith-based care providers against assisted suicide] | 2022-06-21 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, at the end insert “but that this House regrets that the Regulations (1) disregard the statutory role of the Northern Ireland Assembly and ignore the devolution settlement, and (2) make substantial constitutional changes via secondary legislation”."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-10-22 DEBATE: Spoke: Assisted Dying Bill [HL] ""I am aware that some suggest that under the conscientious objection clause medical professionals will not be required to be involved and they can exercise their conscience rights. However, we all know in other jurisdictions how this has worked. For example,..."" [++: Strongly warns against Assisted Dying Bill, citing risks to vulnerable and medical ethics] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-08-06 PQ: Abortion: Northern Ireland ""Abortion: Northern Ireland"" [+: Questions why devolved NI abortion matter was overridden by Westminster regulations] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [++: Voted against approving abortion regulations, opposing their extension to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Neville-Rolfe (Conservative, Life peer)",,0,1,0,0,0,,"CAPPED at + : voted for the Northern Ireland abortion regulations | CONFLICTING SIGNALS - review all evidence | 2026-01-27 DEBATE: Spoke: Crime and Policing Bill ""Crime and Policing Bill"" [0: Amendment on police enforcement data unrelated to abortion policy] | 2025-12-15 DEBATE: Spoke: Crime and Policing Bill ""Crime and Policing Bill"" [0: Focuses on e-scooter and cycling safety law, no connection to abortion policy] | 2022-06-21 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, at the end insert “but that this House regrets that the Regulations (1) disregard the statutory role of the Northern Ireland Assembly and ignore the devolution settlement, and (2) make substantial constitutional changes via secondary legislation”."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted No: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [++: Voted against approving abortion regulations, opposing their extension to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Stroud (Conservative, Life peer)",,0,1,0,0,0,,"CAPPED at + : voted for the Northern Ireland abortion regulations | CONFLICTING SIGNALS - review all evidence | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-01-25 DEBATE: Spoke: Domestic Abuse Bill (re: abortion) ""Secondly, noble Lords have raised whether these amendments could give opportunity to those wanting to reignite the debate around abortion. I have listened carefully to these arguments, as this is not the intention of this amendment. Ideally, the Government..."" [0: Clarifies amendment not intended to reopen abortion debate, direction unclear] | 2020-10-28 PQ: Pregnancy: Screening (re: abortion) ""To ask Her Majesty's Government what assessment they have made of the potential impact of the national rollout of Non-Invasive Prenatal Testing on the prevalence of sex-selective abortion; and what plans they have to suspend the rollout of that scheme unt"" [++: Seeks to suspend rollout over sex-selective abortion concern, strongly pro-life aligned] | 2020-07-09 PQ: Abortion: Mental Health ""To ask Her Majesty's Government what assessment they have made, if any, of the impact on the mental health of women performing an early medical abortion on their own at home during the COVID-19 pandemic lockdown."" [+: Raises concern over safety of home self-administered abortions in lockdown] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
